Date,Index,Cow ,Breed,DIM,Weight1,Weight2,Lactno,FAT1,FAT2,PRO1,PRO2,LAC1,LAC2,SCC1,SCC2,MY1,MY2,COND1,COND2,Activity1,Activity2,RestTime,RestDur,RestBout
27/02/2018,112,5702,Holstein,174,--    ,1458,2,3.87,4.26,3.12,3.25,4.98,4.96,0-200  ,0-200  ,48.6,43.1,8.4,8.4,75,92,740,63,12
27/02/2018,113,5801,Holstein,202,1710,1670,2,4.61,4.81,3.59,3.54,4.84,4.81,0-200  ,--     ,38.1,31,8.4,8.1,82,95,743,76,9
27/02/2018,114,5802,Holstein,56,1331,1309,2,4.37,4.63,3.21,3.01,4.84,4.79,0-200  ,0-200  ,52.5,53.2,8.3,8.3,128,108,515,67,7
28/02/2018,1,1420,Holstein,547,--    ,1941,5,4.54,4.95,3.81,3.87,4.51,4.73,--     ,0-200  ,12.6,13.3,10.9,10.9,93,100,827,84,8
28/02/2018,2,1482,Holstein,385,--    ,--    ,6,4.29,4.28,3.46,3.27,4.92,4.78,0-200  ,0-200  ,28.2,23,9.7,9.7,64,70,764,76,11
28/02/2018,3,1497,Holstein,32,--    ,--    ,6,3.6,4.17,3.33,3.3,5.07,4.93,0-200  ,0-200  ,36,28.9,8.9,8.8,114,123,446,72,7
28/02/2018,4,1528,Holstein,314,--    ,1907,4,3.68,4.18,3.36,3.27,5.03,4.98,0-200  ,0-200  ,39.8,35.9,9.6,9,81,88,713,68,9
28/02/2018,5,1530,Holstein,150,--    ,1455,5,3.25,4.91,4.13,3.8,4.88,4.97,--     ,0-200  ,62.6,48.7,8.5,8.4,108,118,686,62,9
28/02/2018,6,1533,Holstein,30,--    ,--    ,5,4,4.15,3.24,3.37,4.95,4.76,0-200  ,--     ,54.1,40.5,9.2,9.2,86,90,692,57,12
28/02/2018,7,1555,Holstein,300,--    ,1560,3,4.34,4.12,3.35,3.23,4.84,4.84,200-400,0-200  ,33.7,30.2,9,9.8,87,107,758,80,8
28/02/2018,8,1570,Holstein,285,--    ,1698,3,4.13,4.63,3.64,3.51,4.71,4.93,0-200  ,--     ,50.6,35.5,9.3,9.3,123,121,557,69,10
28/02/2018,9,1576,Holstein,233,--    ,1919,4,4.34,4.49,3.51,3.15,4.98,4.88,--     ,0-200  ,35.4,34.4,10.1,10.5,79,70,689,95,8
28/02/2018,10,1588,Holstein,219,--    ,1458,3,4,4.18,3.03,3.1,4.97,4.91,0-200  ,--     ,41.3,34.5,9.5,9.4,88,84,800,75,10
28/02/2018,11,1596,Holstein,372,--    ,2010,3,3.69,4.16,3.64,3.55,4.49,4.53,0-200  ,200-400,26.3,25.3,10.5,10.8,94,85,635,69,9
28/02/2018,12,1604,Holstein,237,--    ,1435,3,3.4,4.45,3.04,3.16,4.79,4.63,0-200  ,400-800,32.7,30.3,10,10.6,75,93,770,110,11
28/02/2018,13,1606,Holstein,202,--    ,1566,3,4.12,4.5,3.92,3.5,4.8,4.95,--     ,0-200  ,27.4,24.4,10.3,11.2,85,74,686,58,13
28/02/2018,14,1607,Holstein,74,--    ,1578,3,3.6,4.83,3.43,3.34,4.87,4.74,--     ,--     ,82.2,62.7,8.3,8.3,97,118,689,60,11
28/02/2018,15,1615,Holstein,168,--    ,1587,3,4.13,4.51,3.3,3.29,4.92,4.86,--     ,--     ,47.3,42.8,8.6,8.6,81,73,605,68,12
28/02/2018,16,1618,Holstein,245,--    ,--    ,2,4.51,4.99,3.28,3.33,4.93,4.62,0-200  ,200-400,35.8,29.3,9.8,9.3,82,79,518,59,10
28/02/2018,17,1621,Holstein,208,--    ,--    ,3,4.09,4.65,3.32,3.35,4.81,4.76,--     ,--     ,32,25.2,13.2,11.8,94,121,593,57,10
28/02/2018,18,1627,Holstein,240,--    ,--    ,2,3.26,4.08,3.28,3.18,4.91,4.84,--     ,--     ,34.4,26.8,9.8,9.8,96,114,620,49,19
28/02/2018,19,1632,Holstein,422,--    ,1787,2,4.01,4.62,3.56,3.36,4.36,4.54,--     ,--     ,6.9,5.2,11,10.5,97,96,713,68,12
28/02/2018,20,1633,Holstein,83,--    ,1679,3,4.34,4.67,3.59,3.34,4.67,4.48,--     ,200-400,42.9,21.1,8.4,9.5,95,94,881,56,12
28/02/2018,21,1635,Holstein,161,--    ,1451,2,3.48,4.26,3.56,3.1,4.84,4.93,--     ,0-200  ,41.3,39.3,10.3,10.9,64,64,695,99,9
28/02/2018,22,1637,Holstein,25,--    ,--    ,3,4.24,4.17,3.1,2.91,4.9,4.92,0-200  ,0-200  ,47.8,31.2,8.8,8.3,94,135,254,90,2
28/02/2018,23,1638,Holstein,191,--    ,1606,3,4.5,4.73,3.48,3.41,4.98,4.99,0-200  ,0-200  ,51.3,46.5,9.2,8,86,97,734,70,11
28/02/2018,24,1643,Holstein,378,--    ,--    ,2,5.15,5.2,3.89,3.79,5.01,4.76,0-200  ,--     ,30.3,24.1,9.9,9.9,110,105,665,68,12
28/02/2018,25,1648,Holstein,227,--    ,1529,2,4.19,4.68,3.24,3.45,4.83,4.73,--     ,--     ,34.9,30.7,9.8,10,112,134,590,58,17
28/02/2018,26,1649,Holstein,129,--    ,1537,2,3.73,4.38,3.79,3.68,5.41,4.91,0-200  ,--     ,61.4,50.6,8.6,8.4,81,100,659,64,11
28/02/2018,27,1650,Holstein,119,--    ,1394,2,4.09,4.45,3.55,3.49,4.93,4.8,--     ,0-200  ,54.1,39.6,8.9,8.8,123,143,590,81,7
28/02/2018,28,1656,Holstein,199,--    ,1568,2,4.38,4.76,3.81,3.49,5.03,4.87,--     ,--     ,39.5,34.3,8.4,8.3,152,100,749,116,7
28/02/2018,29,1657,Holstein,41,--    ,--    ,2,4.05,3.93,3.77,3.85,4.92,4.68,--     ,0-200  ,53.2,46.2,9.3,9,76,78,485,57,11
28/02/2018,30,1658,Holstein,215,--    ,1493,2,3.98,5.11,3.62,3.62,5.39,4.63,0-200  ,200-400,42.9,34.1,10.1,10.5,88,99,785,77,11
28/02/2018,31,1660,Holstein,204,--    ,1521,2,4.09,4.32,3.68,3.63,5.01,4.8,--     ,--     ,50.7,41.3,9.9,9,111,126,590,82,7
28/02/2018,32,1661,Holstein,144,--    ,--    ,2,4.04,4.13,3.47,3.15,4.7,4.8,0-200  ,--     ,46.1,44.3,9,9.2,111,121,533,75,9
28/02/2018,33,1663,Holstein,210,--    ,1817,2,4.66,5.12,3.96,3.77,4.63,4.93,0-200  ,--     ,39,35.4,8.3,8.5,90,123,632,85,8
28/02/2018,34,1664,Holstein,166,--    ,--    ,2,4.32,4.88,3.79,3.78,4.88,4.61,--     ,0-200  ,35.6,34.2,8.9,9,--       ,--       ,--   ,--       ,--   
28/02/2018,35,1666,Holstein,170,--    ,1503,2,3.97,4.16,3.29,3.24,4.95,4.92,0-200  ,0-200  ,51.8,44.2,8.5,9,97,132,824,77,15
28/02/2018,36,1668,Holstein,142,--    ,1489,2,4.25,4.21,3.46,3.42,4.84,4.83,0-200  ,0-200  ,47.8,40.6,8.8,9.6,100,109,515,65,14
28/02/2018,37,1670,Holstein,257,--    ,1819,2,4.09,5.21,3.4,3.57,4.93,4.76,--     ,0-200  ,41.2,28.6,9.3,9.3,80,97,542,66,10
28/02/2018,38,1676,Holstein,318,--    ,--    ,1,5.07,4.95,3.7,3.68,4.9,4.75,0-200  ,0-200  ,31.3,27.7,9.2,9,117,119,797,80,8
28/02/2018,39,1678,Holstein,20,--    ,--    ,2,3.8,4.59,3.65,3.37,4.72,4.98,0-200  ,--     ,41,36.6,8,8.1,129,145,560,67,8
28/02/2018,40,1679,Holstein,383,--    ,1594,1,4.63,5.42,3.88,3.74,4.84,4.68,--     ,--     ,33.3,30.4,8.8,8.5,102,109,617,62,11
28/02/2018,41,1680,Holstein,32,--    ,--    ,2,3.83,4.24,2.99,3.28,4.99,4.83,0-200  ,--     ,63.7,52.5,8.8,8.4,109,129,410,56,12
28/02/2018,42,1681,Holstein,389,--    ,1433,1,4.07,4.51,3.28,3.26,5.04,4.7,0-200  ,0-200  ,31.2,25.6,8.4,8.9,99,132,536,65,11
28/02/2018,43,1684,Holstein,349,--    ,1479,1,4.34,4.49,3.73,3.75,5.43,5.15,0-200  ,0-200  ,45.7,32.7,8.5,8,87,88,479,69,10
28/02/2018,44,1685,Holstein,66,--    ,--    ,2,4.01,4.58,3.41,3.32,5.08,5.03,--     ,--     ,45.6,36.7,8.4,8.8,97,110,293,43,4
28/02/2018,45,1687,Holstein,410,--    ,1640,1,4.51,4.82,3.43,3.2,5.13,4.66,--     ,0-200  ,31.8,25.8,8.3,8,102,104,464,58,11
28/02/2018,46,1688,Holstein,303,--    ,1604,1,4.43,5.19,3.65,3.75,4.91,4.68,--     ,200-400,31.9,28.3,8.8,8.4,1306,118,269,34,6
28/02/2018,47,1689,Holstein,382,--    ,1367,1,4.34,4.59,3.38,3.35,4.84,4.84,0-200  ,0-200  ,33.4,30,8.3,8.8,91,100,560,85,6
28/02/2018,48,1690,Holstein,42,--    ,--    ,2,3.58,4.59,3.53,3.39,5.01,4.73,0-200  ,200-400,61.4,47.9,8.3,8,116,128,383,72,9
28/02/2018,49,1691,Holstein,328,--    ,1501,1,4.41,5,3.16,3.41,4.87,4.92,0-200  ,--     ,44,38.7,8.5,8.4,90,118,719,53,15
28/02/2018,50,1693,Holstein,1,--    ,--    ,2,3.59,3.73,3.81,4.33,4.3,3.85,--     ,800+   ,3.6,9.8,9.2,8.8,--       ,--       ,548,--       ,11
28/02/2018,51,1694,Holstein,384,--    ,1438,1,4.3,4.9,3.23,3.22,4.9,4.68,--     ,200-400,21.4,17.9,8.8,8.6,81,97,704,80,8
28/02/2018,52,1699,Holstein,342,--    ,1821,1,4.97,4.76,3.36,3.18,4.82,4.56,200-400,0-200  ,17.5,15.7,8.3,8.9,86,91,545,49,12
28/02/2018,53,1701,Holstein,4,--    ,--    ,2,4.32,4.75,3.2,3.07,4.66,4.4,200-400,800+   ,42.5,28.1,9.9,9.4,--       ,--       ,713,76,11
28/02/2018,54,1702,Holstein,390,--    ,1320,1,4.34,4.67,3.52,3.48,4.97,4.88,0-200  ,0-200  ,33.4,23.4,8.3,9.2,80,85,689,77,11
28/02/2018,55,1704,Holstein,38,--    ,--    ,2,4.56,4.33,3.16,2.97,4.83,4.79,0-200  ,--     ,50.4,38.9,8.4,8.6,90,95,467,64,9
28/02/2018,56,1705,Holstein,51,--    ,--    ,2,4.05,4.09,3.67,3.4,5.07,4.91,--     ,--     ,50.5,41.4,8.6,8.5,97,94,362,58,7
28/02/2018,57,1706,Holstein,427,--    ,1879,1,4.54,5.26,3.28,3.4,4.92,4.84,0-200  ,200-400,24.9,17.4,9.3,9,82,88,644,48,17
28/02/2018,58,1709,Holstein,174,--    ,1559,1,4.3,4.68,3.76,3.63,4.82,4.83,0-200  ,0-200  ,41.9,38.3,9.5,10,101,111,590,52,14
28/02/2018,59,1710,Holstein,172,--    ,1390,1,3.98,4.76,3.2,3.24,4.88,4.68,0-200  ,200-400,34.3,27.8,9.3,8.8,112,123,467,73,7
28/02/2018,60,1711,Holstein,156,--    ,1372,1,4.09,4.51,3.76,3.66,5.04,4.91,--     ,--     ,47.3,38.1,8.8,8.8,97,112,530,78,11
28/02/2018,61,1712,Holstein,104,--    ,1218,1,4.3,4.65,3.26,3.29,4.82,4.78,0-200  ,0-200  ,47.2,33.8,9.5,9.5,105,114,425,65,7
28/02/2018,62,1713,Holstein,127,--    ,1322,1,4.3,4.33,3.56,3.19,4.93,4.93,--     ,--     ,38.7,30.1,8.8,9.5,205,210,470,71,6
28/02/2018,63,1714,Holstein,163,--    ,1486,1,4.57,4.59,3.88,3.3,5.13,4.93,0-200  ,0-200  ,39.2,30.1,8.4,8.8,84,126,629,68,10
28/02/2018,64,1715,Holstein,178,--    ,1298,1,3.64,3.95,3.05,3.15,5.05,4.92,0-200  ,--     ,33.2,24.6,9.5,9.8,144,138,530,52,13
28/02/2018,65,1716,Holstein,102,--    ,1334,1,4.42,4.46,3.77,3.53,5.08,5.01,--     ,0-200  ,42.7,33.5,8.1,8.4,168,213,650,81,9
28/02/2018,66,1717,Holstein,142,--    ,1395,1,4.01,4.54,3.61,3.5,4.92,4.73,--     ,200-400,41.6,37.1,9.5,9,97,102,671,68,9
28/02/2018,67,1718,Holstein,178,--    ,1441,1,4.73,4.91,3.79,3.51,5,4.88,--     ,--     ,35.3,26.6,9.3,9.3,97,109,689,58,10
28/02/2018,68,1719,Holstein,75,--    ,1210,1,3.8,4.74,3.46,3.52,5.26,4.95,0-200  ,--     ,41.2,33,8.8,9.2,124,154,338,57,9
28/02/2018,69,1721,Holstein,61,--    ,1295,1,4.65,4.76,3.99,3.71,5.04,4.87,0-200  ,0-200  ,27.9,25.4,8.3,8.3,110,151,530,44,13
28/02/2018,70,1722,Holstein,98,--    ,--    ,1,4.21,5.46,3.25,3.32,4.95,4.81,0-200  ,--     ,35,23.7,8,8.8,95,110,584,43,9
28/02/2018,71,1724,Holstein,19,--    ,--    ,1,4.26,5.05,2.71,2.91,4.96,4.66,0-200  ,400-800,38.1,32.2,8.8,8.3,160,137,353,44,9
28/02/2018,72,1727,Holstein,98,--    ,--    ,1,3.71,3.76,3.66,3.29,5.19,5,0-200  ,0-200  ,38.9,37.2,8.4,8.4,87,111,488,71,9
28/02/2018,73,1729,Holstein,98,--    ,1135,1,3.84,4.18,3.6,3.55,4.7,4.93,0-200  ,--     ,50.3,41.2,9.3,9.3,122,126,476,46,12
28/02/2018,74,1730,Holstein,115,--    ,1233,1,4.17,4.93,3.83,3.27,5.11,4.92,0-200  ,--     ,39.1,24.1,8,8.4,94,111,593,67,10
28/02/2018,75,1731,Holstein,146,--    ,1394,1,4.17,4.66,3.41,3.42,5,4.96,0-200  ,--     ,37.1,28.8,7.8,7.6,77,94,608,57,12
28/02/2018,76,1732,Holstein,96,--    ,1330,1,3.63,3.97,3.64,3.41,5.16,4.87,0-200  ,0-200  ,50.6,39.1,8.1,8.1,137,142,524,52,12
28/02/2018,77,1734,Holstein,64,--    ,--    ,1,4.05,2.9,3.55,3.25,4.79,5.21,0-200  ,0-200  ,37.4,21.4,8.3,9.3,91,93,320,63,8
28/02/2018,78,1739,Holstein,79,--    ,1244,1,4.75,4.78,3.73,3.69,4.98,4.83,0-200  ,--     ,32.2,24.2,8.8,7.9,123,128,518,60,13
28/02/2018,79,1741,Holstein,71,--    ,--    ,1,4.34,4.03,3.61,3.38,5,5.01,0-200  ,0-200  ,41.9,34.7,8.8,8.4,81,82,428,64,8
28/02/2018,80,1743,Holstein,73,--    ,--    ,1,3.87,4.43,3.16,3.46,4.99,4.96,0-200  ,--     ,30.6,31.8,9.3,9.8,102,99,317,51,9
28/02/2018,81,1744,Holstein,66,--    ,--    ,1,3.93,3.96,3.75,3.77,4.88,4.84,--     ,0-200  ,46.4,39.6,8.1,8.5,87,94,302,52,7
28/02/2018,82,1745,Holstein,63,--    ,--    ,1,3.57,3.69,3.68,3.38,4.88,5.03,--     ,0-200  ,40.4,38.6,8.4,8.9,125,123,395,54,9
28/02/2018,83,1761,Holstein,15,--    ,--    ,1,3.72,4.28,3.62,3.34,5.05,4.92,0-200  ,--     ,39.5,30.6,8.3,8.3,183,187,491,39,15
28/02/2018,84,1765,Holstein,21,--    ,--    ,1,3.88,4.25,3.16,3.42,5.01,5.07,--     ,--     ,37,33.3,8.4,8.3,127,114,416,32,19
28/02/2018,85,3322,Holstein,694,--    ,1651,2,4.25,5.3,3.69,3.6,4.98,4.84,--     ,--     ,32.3,27.4,9.3,9,120,127,620,58,11
28/02/2018,86,3324,Holstein,451,--    ,1615,3,4.38,4.96,3.49,3.75,5.18,4.87,0-200  ,0-200  ,22.1,18.4,8.1,8.9,83,90,851,76,13
28/02/2018,87,4948,Holstein,119,--    ,1687,5,3.86,4.51,3.86,3.37,4.93,5.01,--     ,0-200  ,55.8,41.4,8.9,9.8,101,109,404,66,7
28/02/2018,88,5000,Holstein,142,--    ,1546,2,4.21,5.13,3.17,3.17,4.68,4.76,--     ,200-400,43.2,37.9,9.3,9.8,89,92,674,60,13
28/02/2018,89,5001,Holstein,338,--    ,--    ,2,3.81,4.63,3.5,3.78,4.81,4.8,0-200  ,0-200  ,29.6,25.1,10.1,10.1,92,85,707,80,7
