Date,Index,Cow ,Breed,DIM,Weight1,Weight2,Lactno,FAT1,FAT2,PRO1,PRO2,LAC1,LAC2,SCC1,SCC2,MY1,MY2,COND1,COND2,Activity1,Activity2,RestTime,RestDur,RestBout
13/12/2017,55,1702,,,,,,4.38,4.82,3.39,3.41,5.25,4.93,--     ,0-200  ,32.8,30.3,8.9,8.3,91,110,716,98,7
13/12/2017,56,1703,,,,,,4.86,4.67,3.01,3,5.01,5.09,0-200  ,--     ,29.8,31.1,8.4,8.3,84,96,686,71,11
13/12/2017,57,1706,,,,,,4.84,--  ,3.36,--     ,5.21,--     ,0-200  ,--     ,28,23.5,9.2,8.8,74,112,749,65,10
13/12/2017,58,1709,,,,,,3.91,4.3,3.57,3.4,5.18,5.01,0-200  ,--     ,43.5,34.3,8.8,8.3,96,136,731,45,16
13/12/2017,59,1710,,,,,,3.91,4.07,3.24,3.02,5.14,5.05,0-200  ,--     ,50.6,35.5,9.9,9.3,116,128,518,72,6
13/12/2017,60,1711,,,,,,4.13,4.53,3.44,3.61,5.05,5.09,--     ,--     ,43.1,34.1,8.4,7.8,101,122,416,61,8
13/12/2017,61,1712,,,,,,4.45,5.11,2.86,2.91,5.11,4.95,0-200  ,200-400,41,29.3,8.4,7.9,118,138,284,30,4
13/12/2017,62,1713,,,,,,4.74,4.38,3.15,3.05,5.01,5.05,0-200  ,--     ,32.4,31,9.2,8.9,193,211,212,45,5
13/12/2017,63,1714,,,,,,4.37,3.86,3.61,3.47,5.25,5.08,--     ,0-200  ,40.8,32.6,8.8,8.8,91,113,587,66,9
13/12/2017,64,1715,,,,,,4.65,3.87,3.26,3.07,4.93,4.86,0-200  ,0-200  ,51,40.2,9.3,8.3,123,154,734,63,14
13/12/2017,65,1716,,,,,,4.09,5.19,3.56,3.55,5.29,4.9,0-200  ,0-200  ,37.6,31.5,8.3,8,177,194,308,28,10
13/12/2017,66,1717,,,,,,4.76,3.94,3.57,3.35,4.91,5.01,0-200  ,0-200  ,46.4,35.7,8.4,9.2,111,122,470,67,7
13/12/2017,67,1718,,,,,,4.51,5.41,3.79,3.94,4.99,5.12,--     ,0-200  ,34,34,8.8,8.8,113,113,275,54,6
13/12/2017,68,1722,,,,,,4.84,4.47,3.05,2.62,5.07,4.84,--     ,0-200  ,44.4,37.2,8.4,8.3,129,118,425,44,8
13/12/2017,69,1727,,,,,,3.84,3.36,3.29,3.41,5.13,5.01,0-200  ,0-200  ,40.3,33.1,8.8,8.3,125,149,428,45,10
13/12/2017,70,1729,,,,,,4.26,4.76,3.02,3.23,4.87,4.99,--     ,--     ,35.1,33.2,9.2,9.2,129,160,344,38,9
13/12/2017,71,1730,,,,,,4.33,4.24,3.29,3.19,5.19,5.16,0-200  ,0-200  ,32.1,30.2,8.1,8.3,115,131,500,43,12
13/12/2017,72,1731,,,,,,3.98,4.88,3.23,3.57,4.93,4.98,0-200  ,0-200  ,33.5,29.4,7.6,7.4,102,118,497,47,11
13/12/2017,73,1732,,,,,,4.38,4.49,3.31,3.33,4.76,4.71,200-400,200-400,37.2,32.5,8,7.9,164,154,377,35,8
13/12/2017,74,1739,,,,,,4.78,4.44,3.33,3.19,4.67,4.84,--     ,0-200  ,18.1,18.4,8.9,9.8,--       ,--       ,290,--       ,7
13/12/2017,75,3322,,,,,,3.61,4.43,3.44,3.36,4.84,4.92,--     ,0-200  ,42.6,45.9,9.7,9.8,138,164,620,77,10
13/12/2017,76,3324,,,,,,4.41,--  ,3.42,--     ,5,--     ,--     ,--     ,27.3,21.2,9.2,10.6,82,87,848,76,13
13/12/2017,77,4948,,,,,,3.88,4.51,3.41,3.28,5.45,5.19,0-200  ,0-200  ,53.1,45.2,9.2,8.4,96,137,560,77,7
13/12/2017,78,5000,,,,,,5.01,4.57,3.15,3.07,4.93,4.98,--     ,0-200  ,51.7,45.3,8.9,9,98,128,557,57,11
13/12/2017,79,5001,,,,,,4.13,4.37,3.32,3.46,5.22,5.2,0-200  ,--     ,32.1,32.9,9.8,8.1,103,98,563,101,11
13/12/2017,80,5002,,,,,,3.61,4.37,3.13,3.11,4.8,5,0-200  ,0-200  ,47.5,31.2,7.9,7.9,103,119,572,64,8
13/12/2017,81,5003,,,,,,4.46,3.81,3.42,2.97,4.99,5.12,0-200  ,0-200  ,56.8,39.8,8.8,8.6,111,148,305,61,6
13/12/2017,82,5004,,,,,,4.58,4.29,3.23,2.91,5.17,4.62,--     ,200-400,35,29.5,8.5,8.5,83,99,695,71,9
13/12/2017,83,5100,,,,,,5.01,5.31,3.3,3.32,4.75,5.03,200-400,--     ,33.9,23.5,9.8,9.9,135,145,590,83,6
13/12/2017,84,5101,,,,,,5.34,5.09,2.91,2.75,4.72,5,400-800,--     ,49.6,35.5,7.9,7.8,111,148,437,78,4
13/12/2017,85,5102,,,,,,4.81,--  ,3.47,--     ,5.15,--     ,--     ,--     ,34.2,24.9,7.9,7.9,98,88,638,77,9
13/12/2017,86,5103,,,,,,3.79,4.13,3.12,3.48,5.23,5.09,0-200  ,0-200  ,43.1,43.7,8,8,79,113,314,86,4
13/12/2017,87,5104,,,,,,4.62,4.18,3.47,2.99,5.09,5.13,0-200  ,0-200  ,36.2,26.8,8.1,8,60,72,794,82,8
13/12/2017,88,5106,,,,,,4.19,4.65,3.19,3.38,5.04,5.16,0-200  ,--     ,41.8,34.3,8.4,8,111,166,551,58,12
13/12/2017,89,5201,,,,,,4.62,4.92,3.03,3.31,5,4.76,--     ,--     ,21.3,20.4,8.6,8.5,123,128,731,83,6
13/12/2017,90,5203,,,,,,3.6,4.9,3.45,3.67,5.42,4.95,0-200  ,0-200  ,51.7,57.8,10.1,9.6,131,111,647,53,10
13/12/2017,91,5204,,,,,,4.63,4.9,2.5,2.89,4.47,4.78,400-800,0-200  ,32.7,28.6,9.3,9.3,141,162,566,66,10
13/12/2017,92,5205,,,,,,4,4.16,3.49,3.58,5.01,5.05,0-200  ,--     ,56.6,48.9,9.3,8.6,90,99,629,58,16
13/12/2017,93,5300,,,,,,3.79,4.75,3.11,2.87,5.05,4.62,--     ,200-400,29.7,29.6,8.9,7.9,101,104,734,57,12
13/12/2017,94,5302,,,,,,3.99,--  ,3.02,--     ,4.9,--     ,0-200  ,--     ,42,32.3,8.8,9.3,133,137,773,59,9
13/12/2017,95,5401,,,,,,4.88,3.9,3.27,3.01,4.84,4.82,0-200  ,0-200  ,46.4,33,9.2,8.5,67,88,743,63,14
13/12/2017,96,5500,,,,,,4.98,4.47,3.1,2.94,4.82,5.08,0-200  ,--     ,51.1,38,9.5,8.6,148,130,614,44,13
13/12/2017,97,5501,,,,,,4.98,4.51,3.24,3.07,5.14,5.12,--     ,0-200  ,43,34.1,9.5,8.3,121,113,584,66,11
13/12/2017,98,5503,,,,,,3.82,3.81,3.15,3.14,5.07,4.96,--     ,0-200  ,50.8,46.4,8.5,8.1,120,137,434,106,5
13/12/2017,99,5504,,,,,,4.29,4.34,2.93,3.17,5.04,5.01,--     ,--     ,42.6,42.2,8.6,8.4,89,121,491,56,8
13/12/2017,100,5601,,,,,,4.5,4.96,3.45,3.68,5.22,5.04,0-200  ,--     ,40.2,34.4,9.5,9.5,88,106,467,74,7
13/12/2017,101,5603,,,,,,4.36,--  ,3.37,--     ,5.34,--     ,0-200  ,--     ,18,17.8,10.1,9.5,108,105,779,76,11
13/12/2017,102,5604,,,,,,4.98,5.51,3.24,3.34,4.95,4.93,0-200  ,--     ,14.5,16.8,10.5,10.4,100,99,410,100,3
13/12/2017,103,5700,,,,,,4.15,4.57,3.03,3.09,4.65,5.01,0-200  ,--     ,24.7,25.1,11.1,10.8,76,82,632,74,11
13/12/2017,104,5701,,,,,,4.37,4.42,3.66,3.64,4.75,4.47,--     ,--     ,27.4,19.6,8.4,8.4,--       ,--       ,221,--       ,4
13/12/2017,105,5702,,,,,,4.25,4.55,3.31,3.28,5.09,5.01,--     ,--     ,42.5,40.9,8.5,8.3,95,181,473,51,5
13/12/2017,106,5801,,,,,,4.43,4.87,3.09,3.26,5.01,5.09,0-200  ,--     ,39.3,31.8,8.9,8.5,91,97,548,98,6
14/12/2017,1,1420,,,,,,4.88,4.95,3.51,3.64,4.75,4.87,0-200  ,--     ,19.5,17.2,10.9,11.2,116,125,980,86,10
14/12/2017,2,1482,,,,,,4.86,4.08,3.23,3.14,4.97,4.78,0-200  ,0-200  ,28.7,36.7,9.7,9.7,64,79,779,79,10
14/12/2017,3,1528,,,,,,3.63,3.93,3.12,3.1,5.22,5.23,0-200  ,0-200  ,41.4,46.1,8.8,10.6,84,95,749,63,12
14/12/2017,4,1530,,,,,,4.34,3.9,3.9,3.52,5.22,4.88,0-200  ,--     ,73.8,58.6,8.4,8.4,110,122,707,67,10
14/12/2017,5,1555,,,,,,4.72,4.98,3.4,3.49,4.93,5.04,--     ,--     ,36,35.7,9.5,9.5,76,121,770,103,6
14/12/2017,6,1568,,,,,,4.67,4.81,3.48,3.54,4.86,5.26,0-200  ,0-200  ,16.7,14.2,10.4,11.8,79,93,845,116,7
14/12/2017,7,1570,,,,,,4.76,3.69,3.46,3.35,5.05,5.05,--     ,0-200  ,53.2,48.8,9.5,8.9,140,160,701,83,9
14/12/2017,8,1576,,,,,,4.57,4.55,3.25,3.21,5.05,5.09,0-200  ,0-200  ,42.5,44,10.1,9.9,81,89,608,101,5
14/12/2017,9,1588,,,,,,4.18,4.32,2.92,2.6,5.07,4.91,0-200  ,0-200  ,48.6,39.2,9.3,9.2,81,102,554,79,6
14/12/2017,10,1592,,,,,,4.75,4.93,3.07,3.39,4.84,4.93,0-200  ,0-200  ,13,14.8,9.8,11,128,110,686,103,5
14/12/2017,11,1596,,,,,,3.69,3.93,3.31,3.27,4.82,4.86,--     ,--     ,43.3,40,10.2,10.3,110,97,836,78,11
14/12/2017,12,1597,,,,,,5.01,5.93,2.63,2.95,4.71,4.9,0-200  ,--     ,23.1,22.5,11.9,11.9,101,146,530,69,8
14/12/2017,13,1599,,,,,,3.36,5.2,3.51,3.73,4.01,3.98,800+   ,800+   ,0.9,0.9,7.8,7.6,139,142,848,69,13
14/12/2017,14,1604,,,,,,4.12,5.22,2.73,3.07,4.74,4.72,0-200  ,200-400,41.3,48.2,8.9,9,71,81,554,110,7
14/12/2017,15,1606,,,,,,3.94,4.47,3.62,3.47,5.33,5.09,0-200  ,0-200  ,46.5,32.1,9.2,9.3,79,85,689,72,10
14/12/2017,16,1615,,,,,,4.04,4.63,3.21,3.55,5.16,5.12,0-200  ,--     ,56.5,54.4,8.3,8.4,97,99,695,72,7
14/12/2017,17,1618,,,,,,4.81,4.72,3.28,3.04,5.15,4.96,--     ,0-200  ,45.5,38.8,10.6,10.4,85,93,602,91,6
14/12/2017,18,1621,,,,,,4.58,4.88,3.07,3.1,5.05,5.01,--     ,--     ,42.6,28.4,9.6,9.5,97,135,722,85,7
14/12/2017,19,1627,,,,,,3.44,3.61,3.11,2.99,4.97,4.93,0-200  ,--     ,57.4,42.2,10.4,10.1,84,117,740,57,13
14/12/2017,20,1632,,,,,,4.34,4.5,3.42,3.43,4.95,4.92,--     ,--     ,19.9,18.5,10.1,10.8,103,103,905,76,12
14/12/2017,21,1633,,,,,,5.23,4.91,3.12,3,4.92,4.86,0-200  ,200-400,34.3,29.8,7.5,8,171,224,890,94,10
14/12/2017,22,1635,,,,,,3.43,4.26,3.08,3.25,5.28,5.05,0-200  ,--     ,51.7,48,9.3,8.8,105,103,425,100,5
14/12/2017,23,1638,,,,,,4.36,4.45,3.56,3.3,5.12,5.08,--     ,--     ,67,56.8,8.4,8.4,96,95,746,87,9
14/12/2017,24,1643,,,,,,4.49,5.13,3.48,3.33,5.08,5.16,--     ,0-200  ,38.1,32,9.9,8.1,123,153,647,79,11
14/12/2017,25,1644,,,,,,4.93,4.36,3.02,2.69,4.99,4.87,0-200  ,0-200  ,42.3,36.2,9,9.2,127,167,572,97,6
14/12/2017,26,1648,,,,,,5.49,4.76,3.36,3.39,4.55,4.83,400-800,0-200  ,26.8,37.8,9,8.8,133,159,596,55,11
14/12/2017,27,1649,,,,,,4.84,4.24,3.39,3.74,4.91,5.37,--     ,0-200  ,57.4,25,9.3,8.9,81,98,734,61,13
14/12/2017,28,1650,,,,,,3.89,4.76,3.6,3.64,5.26,5.05,0-200  ,--     ,58,41.2,8.9,8.5,219,233,329,80,4
14/12/2017,29,1653,,,,,,4.53,4.32,3.54,3.19,5.04,5.09,0-200  ,0-200  ,40.1,31,8.6,8.6,83,92,809,67,14
14/12/2017,30,1656,,,,,,4.9,4.79,3.66,3.58,5.04,5.36,0-200  ,0-200  ,42.7,31.2,8.3,8,153,242,563,128,4
14/12/2017,31,1658,,,,,,4.23,5,3.51,3.65,4.93,5.01,--     ,0-200  ,55,55.9,8.6,8.8,83,110,803,79,12
14/12/2017,32,1659,,,,,,4.5,4.28,3.86,3.61,5.2,4.96,0-200  ,--     ,37.9,35.5,9.3,8.9,98,105,773,47,11
14/12/2017,33,1660,,,,,,4.4,4.58,3.5,3.51,5.22,5.2,--     ,--     ,61.8,50.4,8.5,8.6,113,168,605,98,5
14/12/2017,34,1661,,,,,,4.09,4.04,3.17,3.19,5.05,5.05,0-200  ,0-200  ,55,53.9,9.3,9.6,110,124,560,84,6
14/12/2017,35,1663,,,,,,4.88,5.14,3.84,3.81,5.04,5.04,--     ,--     ,47.3,36.2,8.4,8.3,103,127,779,83,7
14/12/2017,36,1664,,,,,,3.75,4.48,3.39,3.44,5.23,4.88,0-200  ,--     ,26.4,41.5,8.8,8.9,135,146,749,80,8
14/12/2017,37,1666,,,,,,4.16,4.44,3.44,3.37,5.04,4.97,0-200  ,0-200  ,45.2,57.9,8.8,8.8,112,113,866,76,12
14/12/2017,38,1668,,,,,,3.95,3.81,3.03,3.25,5.12,5.16,--     ,--     ,56.9,43,9,8.8,102,120,539,67,8
14/12/2017,39,1670,,,,,,3.99,4.68,3.3,3.26,5.05,5.05,--     ,--     ,41.2,45.3,8.8,8.9,83,92,746,87,9
14/12/2017,40,1675,,,,,,4.24,4.65,3.12,3.06,5.09,5.13,0-200  ,--     ,23.8,24.6,7.8,8,90,104,554,66,10
14/12/2017,41,1676,,,,,,4.88,5.13,3.29,3.5,5.12,5.18,0-200  ,--     ,29.6,35.2,9.2,8.8,114,116,554,101,8
14/12/2017,42,1677,,,,,,4.38,5.15,2.83,3.35,4.83,5.09,0-200  ,--     ,36.6,35.7,8.5,8.3,107,104,536,63,9
14/12/2017,43,1679,,,,,,4.63,5.16,3.31,3.59,5.12,5.01,--     ,--     ,35.7,30.8,9.5,9.4,101,112,734,71,8
14/12/2017,44,1681,,,,,,3.96,4.79,3.26,3.29,4.9,5.15,0-200  ,0-200  ,35.2,34.2,7.9,8.3,120,124,689,70,6
14/12/2017,45,1683,,,,,,4.21,4.17,3.06,3.07,5.09,5.09,0-200  ,0-200  ,41.7,40.2,8.6,8.8,95,101,575,73,8
14/12/2017,46,1684,,,,,,4.28,4.3,3.59,3.6,5.39,5.34,0-200  ,0-200  ,48.9,45.5,8.9,8.9,74,99,809,69,10
14/12/2017,47,1687,,,,,,4.76,4.84,3.53,3.3,5.26,5.23,--     ,0-200  ,44.6,38.7,8.6,8.3,111,111,449,56,10
14/12/2017,48,1688,,,,,,4.62,4.51,3.67,3.4,5.03,5.05,--     ,0-200  ,38.2,37.5,8.4,8.8,100,108,728,70,8
14/12/2017,49,1689,,,,,,4.59,5.11,2.92,3.2,5.08,5.07,0-200  ,--     ,42.4,35.7,8.3,9.2,105,118,734,92,9
14/12/2017,50,1691,,,,,,3.88,3.84,2.8,3.04,4.88,5.09,0-200  ,0-200  ,53,51.4,8.4,8.8,117,112,389,75,11
14/12/2017,51,1693,,,,,,4.49,4.67,3.02,3.01,4.92,4.92,--     ,--     ,23.4,19.5,11.1,12.2,111,120,602,70,5
14/12/2017,52,1694,,,,,,4.05,5.09,2.7,2.91,5.07,4.99,0-200  ,0-200  ,26.1,18.7,9.2,8.6,111,145,734,82,7
14/12/2017,53,1699,,,,,,4.65,5.05,3.23,3.26,4.96,4.91,0-200  ,0-200  ,22,33.6,8.4,9.2,114,116,695,80,7
14/12/2017,54,1701,,,,,,5.01,5.22,3.39,3.33,4.95,4.88,0-200  ,0-200  ,36,31.5,9.4,9.3,106,104,440,80,6
14/12/2017,55,1702,,,,,,4.32,4.56,3.18,3.32,5.24,5.11,0-200  ,--     ,33.1,28.1,8.6,8.3,90,110,671,98,6
14/12/2017,56,1703,,,,,,4.28,4.54,2.69,3.04,4.86,5.09,0-200  ,--     ,34.1,30.8,8.4,8.6,84,97,794,69,11
14/12/2017,57,1706,,,,,,4.54,4.7,3.07,3.02,5.01,4.96,0-200  ,0-200  ,25,20.6,8.8,8.6,73,109,683,67,10
14/12/2017,58,1709,,,,,,4.13,4.28,3.46,3.26,5.16,5.21,0-200  ,0-200  ,40.9,35,8.6,9,92,133,746,47,12
14/12/2017,59,1710,,,,,,4.07,3.85,3.12,3.11,5.14,4.93,--     ,0-200  ,40.1,36.2,9.3,9.2,119,128,611,75,8
14/12/2017,60,1711,,,,,,4.48,4.59,4.07,3.64,5.31,5.09,0-200  ,--     ,38.4,35.8,8.4,8.4,114,119,581,56,8
14/12/2017,61,1712,,,,,,4.38,4.81,2.77,2.85,5.05,5.03,--     ,0-200  ,37.9,36.1,8.5,8.3,117,137,341,35,8
14/12/2017,62,1713,,,,,,4.22,4.73,3.03,3.29,5.03,5.09,--     ,--     ,36.3,33.8,9.2,9.6,188,211,512,50,7
14/12/2017,63,1714,,,,,,4.66,4.72,3.78,3.76,5.14,5.14,0-200  ,0-200  ,39.2,34.7,9,9,92,115,611,66,7
14/12/2017,64,1715,,,,,,4.47,4.53,3.31,3.09,5.09,5.04,--     ,0-200  ,50.2,35.4,9.3,9.3,114,149,785,61,14
14/12/2017,65,1716,,,,,,5.09,5.33,3.87,3.84,5.24,5.12,0-200  ,0-200  ,38.2,33.7,7.8,7.9,178,193,656,30,13
14/12/2017,66,1717,,,,,,3.93,4.7,3.19,3.22,5.22,4.97,0-200  ,0-200  ,36.6,24.4,9.4,8.8,113,124,641,67,7
14/12/2017,67,1718,,,,,,4.82,4.8,3.6,3.5,4.91,4.84,0-200  ,--     ,31.8,26,9.3,9,114,110,623,55,10
14/12/2017,68,1722,,,,,,4.56,4.93,2.71,2.81,4.96,4.84,--     ,--     ,42.8,35.7,8.8,8.3,131,112,536,48,13
14/12/2017,69,1727,,,,,,3.77,4.48,3.22,3.55,5.26,4.99,0-200  ,0-200  ,38.9,35.1,8.6,8.3,131,151,560,41,9
14/12/2017,70,1729,,,,,,3.74,4.63,3,3.12,4.88,4.8,0-200  ,--     ,35.3,31.1,8.9,8.9,130,170,407,36,10
14/12/2017,71,1730,,,,,,3.85,4.07,3.2,3.18,5.26,5.21,0-200  ,0-200  ,33.5,30.6,8.3,8.1,110,125,656,45,14
14/12/2017,72,1731,,,,,,4.36,4.01,3.63,3.25,4.98,4.88,0-200  ,0-200  ,31.8,23.9,8,7.6,103,117,680,50,13
14/12/2017,73,1732,,,,,,4.11,3.45,3.25,3.13,4.88,4.78,--     ,0-200  ,34.2,29.1,8.3,8,158,147,485,36,10
14/12/2017,74,1739,,,,,,4.9,4.3,3.13,3.36,5.01,4.81,0-200  ,--     ,23,14.2,8.8,9.2,--       ,--       ,353,--       ,9
14/12/2017,75,3322,,,,,,4.37,4.04,3.51,3.36,5.04,5.4,--     ,0-200  ,53.5,44.8,9.4,9.7,140,168,668,73,9
14/12/2017,76,3324,,,,,,4.12,4.41,3.29,3.08,5.01,5.04,0-200  ,0-200  ,25.4,19.9,9,9.3,75,80,812,80,12
14/12/2017,77,4948,,,,,,3.6,4.7,3.44,3.75,5.28,5.14,0-200  ,0-200  ,57.2,42.1,9.3,10,108,138,359,75,7
14/12/2017,78,5000,,,,,,4.87,4.96,2.66,3.24,4.91,4.92,0-200  ,--     ,48,40.6,9.3,9.6,100,128,797,57,14
14/12/2017,79,5001,,,,,,4.16,4.26,3.3,3.33,5.2,5.17,0-200  ,0-200  ,34.9,33.3,8.8,10.2,99,100,536,102,6
14/12/2017,80,5002,,,,,,4.34,4.46,3.24,3.34,5.11,5.12,0-200  ,--     ,49.3,40.7,8.3,8.3,103,111,737,67,10
14/12/2017,81,5003,,,,,,3.37,3.87,3.21,3.13,5.13,5,0-200  ,0-200  ,44.2,38.2,8.8,8.8,111,147,458,57,8
14/12/2017,82,5004,,,,,,4.63,3.92,3.19,2.87,5.17,4.7,--     ,0-200  ,38.7,29.6,8.8,8.6,80,96,503,74,7
14/12/2017,83,5100,,,,,,4.34,5.09,2.98,3.27,4.68,4.96,0-200  ,--     ,28.5,23.9,9.6,9.6,129,142,599,82,7
14/12/2017,84,5101,,,,,,5.32,5.27,3.02,2.78,5.09,5.01,--     ,--     ,48.7,38.3,8,8.1,112,151,788,75,7
14/12/2017,85,5102,,,,,,5.17,4.99,3.2,3.23,5.12,5.21,0-200  ,--     ,29.5,29.9,8.5,8.5,96,88,665,78,11
14/12/2017,86,5103,,,,,,4.38,3.96,3.22,3.17,5.12,5.19,0-200  ,--     ,39.1,39.4,7.9,8.3,85,109,635,82,8
14/12/2017,87,5104,,,,,,4.59,4.08,3.46,3.08,5.07,4.93,0-200  ,0-200  ,32,29.3,8.1,7.9,58,71,761,86,13
14/12/2017,88,5106,,,,,,4.19,4.26,3.4,3.18,5.07,5,--     ,0-200  ,39.9,32.8,8.6,8.6,112,166,677,55,11
14/12/2017,89,5201,,,,,,4.38,4.78,3.05,2.9,4.99,4.75,--     ,--     ,24.6,17.6,9.3,9.3,119,126,818,80,10
14/12/2017,90,5203,,,,,,4.17,4.68,3.56,3.39,5.03,5.01,--     ,0-200  ,58.7,58.9,9.5,9.8,129,109,689,55,14
14/12/2017,91,5204,,,,,,5.36,4.81,3.12,2.42,4.84,4.48,--     ,200-400,36.4,32.1,9.4,8.8,133,145,920,66,25
14/12/2017,92,5205,,,,,,3.63,4.22,3.41,3.37,4.96,5.08,--     ,0-200  ,57.4,50,8.8,8.8,87,97,713,60,12
14/12/2017,93,5300,,,,,,4.47,4.67,3.2,3.1,5.01,4.99,--     ,0-200  ,29.7,30,8.3,8.8,101,102,545,57,12
14/12/2017,94,5302,,,,,,4.38,4.71,3.23,3.21,5.07,5.03,--     ,--     ,41.4,34.3,9,8.8,135,134,611,57,9
14/12/2017,95,5401,,,,,,4.25,4.68,3.1,3.26,5,4.84,--     ,0-200  ,38.5,42.9,8.8,9.2,65,89,719,63,13
14/12/2017,96,5500,,,,,,4.9,4.95,3.11,3.11,4.82,4.81,0-200  ,0-200  ,46.6,42.2,9.5,9.5,144,128,437,45,13
14/12/2017,97,5501,,,,,,4.51,5.05,3.03,3.26,5.09,5.09,0-200  ,--     ,36.8,35.4,9.8,9.7,118,111,494,64,8
14/12/2017,98,5503,,,,,,4.26,4.83,3.49,3.38,5.04,4.97,0-200  ,0-200  ,57.1,45.9,8.5,8.6,119,134,542,111,7
14/12/2017,99,5504,,,,,,4.01,4.09,3.08,2.95,5.05,4.8,--     ,0-200  ,41.7,44.9,8.3,8.4,92,109,662,57,9
14/12/2017,100,5601,,,,,,4.43,4.76,3.38,3.18,5.23,5.09,0-200  ,0-200  ,41.8,33,9.6,9.4,92,106,698,77,7
14/12/2017,101,5603,,,,,,4.38,4.74,3.41,3.44,5.07,5.01,0-200  ,0-200  ,18.8,16.5,9,9.9,105,107,704,78,10
14/12/2017,102,5604,,,,,,4.08,5.13,3.1,3.3,4.63,4.59,200-400,400-800,17.3,13.4,11.4,10.4,102,104,479,106,4
14/12/2017,103,5700,,,,,,4.47,5.36,3.06,3.38,5.03,4.99,--     ,--     ,21.8,28.5,11.9,12,74,81,587,73,11
14/12/2017,104,5701,,,,,,4.48,4.42,3.51,3.58,4.88,4.8,--     ,--     ,37.7,30.1,8,7.9,--       ,--       ,683,--       ,10
14/12/2017,105,5702,,,,,,4.37,4.65,3.28,3.15,5.07,5.09,--     ,0-200  ,45.5,44.1,8.3,8.8,92,189,665,22,5
14/12/2017,106,5801,,,,,,4.79,5.29,3.18,3.27,5.04,5.01,0-200  ,0-200  ,27.1,30.5,8.8,8.6,93,95,848,99,7
15/12/2017,1,1420,,,,,,4.79,4.82,3.49,3.61,4.76,4.72,0-200  ,--     ,19.5,15.3,11.6,11.1,111,122,878,89,10
15/12/2017,2,1482,,,,,,4.26,4.07,2.92,3.13,4.9,4.74,0-200  ,0-200  ,31.1,29.9,10,9.7,65,79,770,79,12
15/12/2017,3,1528,,,,,,4.5,4.22,3.5,3.25,5.01,5.09,0-200  ,0-200  ,53.9,44.3,9.3,9,85,92,761,68,10
15/12/2017,4,1530,,,,,,3.99,4.54,3.93,3.59,5.2,4.97,0-200  ,--     ,71.2,53.1,8.6,8.1,102,112,743,68,11
15/12/2017,5,1555,,,,,,4.45,4.44,3.4,3,4.88,4.73,--     ,0-200  ,32.2,27.7,8.8,9.8,73,109,773,107,7
15/12/2017,6,1568,,,,,,5.29,5.16,3.85,3.26,5.09,4.99,0-200  ,0-200  ,16.6,11.6,11.1,12.2,84,95,893,114,9
15/12/2017,7,1570,,,,,,4.13,4.32,3.41,3.3,5.09,5.04,--     ,0-200  ,52.7,42.6,9.4,9.4,135,155,800,90,11
15/12/2017,8,1576,,,,,,4.13,4.48,3.28,3.4,5.15,5.18,0-200  ,--     ,48.4,50.9,9.3,9.8,77,85,713,114,6
15/12/2017,9,1588,,,,,,3.93,4.56,2.84,3.12,4.81,5.09,0-200  ,--     ,51.8,42.8,8.8,9.3,76,97,740,92,8
15/12/2017,10,1592,,,,,,4.25,5.57,3.26,3.55,4.76,4.63,0-200  ,400-800,15.3,15.5,8.6,11.1,130,112,707,106,6
15/12/2017,11,1596,,,,,,3.45,3.86,3.21,3.14,4.93,4.76,--     ,0-200  ,42.3,41.1,9.8,10.3,108,97,746,79,11
15/12/2017,12,1597,,,,,,5.37,5.72,2.9,3.21,4.92,4.96,--     ,--     ,25.6,26.2,12.2,11.6,100,152,647,77,9
15/12/2017,13,1599,,,,,,5.38,5.05,3.68,3.85,4.5,4.38,--     ,--     ,1.4,2.5,7.6,8.3,134,137,821,65,11
15/12/2017,14,1604,,,,,,3.96,5.05,2.73,2.91,4.74,5.01,0-200  ,0-200  ,42.9,30.8,8.4,9.3,69,82,734,110,10
15/12/2017,15,1606,,,,,,4.43,5.03,3.4,3.81,5.19,5.01,0-200  ,0-200  ,37.7,37.4,9.2,9.3,77,85,665,77,9
15/12/2017,16,1615,,,,,,4.38,4.36,3.21,3.11,5.05,5.05,--     ,0-200  ,56.2,50.5,8.4,8.4,98,96,725,76,10
15/12/2017,17,1618,,,,,,4.93,5.21,3.28,3.25,5.09,5.07,0-200  ,0-200  ,36.8,33.2,8.9,9.7,81,89,515,102,7
15/12/2017,18,1621,,,,,,4.67,5.17,3.03,3.26,5.01,5.08,0-200  ,--     ,34.8,30.1,8.8,8.6,93,134,680,89,7
15/12/2017,19,1627,,,,,,2.86,3.02,3.24,3.1,5.2,5.12,0-200  ,0-200  ,58.7,46.1,9.8,9.9,82,113,815,60,13
15/12/2017,20,1632,,,,,,4.38,4.73,3.43,3.16,4.86,4.93,--     ,--     ,21,14.3,10.6,10.6,104,105,863,74,11
15/12/2017,21,1633,,,,,,4,4.56,2.66,2.89,4.7,5.14,0-200  ,--     ,40.7,31.4,7.8,7.9,160,226,893,95,9
15/12/2017,22,1635,,,,,,3.43,4.34,3.29,3.05,5.13,5.09,--     ,0-200  ,52.3,43.8,8.4,9.2,111,104,494,99,4
15/12/2017,23,1638,,,,,,4.33,4.32,3.61,3.21,5.12,5.21,--     ,0-200  ,67.8,53,8.3,8.8,89,86,722,90,9
